ingredients,raw_weights_g,cooking_method,cooked_weight_g,cooked_energy_kcal,cooked_protein_g,cooked_fat_g,cooked_carbohydrate_g,cooked_sodium_mg,cooked_cholesterol_mg,cooked_vitamin_c_mg,cooked_calcium_mg,cooked_iron_mg,cooked_potassium_mg
cauliflower_ginger,294.3_305.9,stir_fry,515.6,305.8,9.2,8.48,48.16,2440.6,0.0,62.32,148.5,7.63,1322.6
onion_beef,77.0_275.9,boil,370.8,348.7,50.54,10.91,12.08,505.7,231.8,2.36,76.8,9.24,507.7
pepper,278.6,stir_fry,243.5,1124.2,37.57,44.43,143.53,1164.2,0.0,0.0,32.8,16.56,2651.6
cabbage_bell_pepper_pork,495.8_177.5_374.3,roast,822.4,1881.8,55.22,161.31,52.27,3966.8,299.4,94.43,282.7,9.66,1595.2
small_pepper_potato_cauliflower,89.7_157.6_318.1,stir_fry,510.0,293.0,10.21,4.59,52.71,2643.7,0.0,136.17,119.9,6.13,1192.0
eggplant,277.6,stir_fry,253.6,92.3,2.78,1.94,15.92,964.9,0.0,5.03,66.7,1.36,344.8
bell_pepper,224.6,stir_fry,193.5,88.7,2.63,1.57,16.0,1136.0,0.0,89.51,20.1,1.14,525.9
pork,347.7,roast,265.3,1331.7,42.21,124.3,11.04,952.5,278.2,0.0,20.5,5.46,625.0
small_pepper_onion_tomato_beef,259.6_405.0_62.7_192.3,steam,861.1,536.4,44.78,9.96,66.91,1056.6,161.5,214.47,241.8,12.9,1450.0
chicken_potato_cucumber,136.4_111.7_298.7,roast,440.2,519.8,28.19,30.08,34.07,2175.7,144.6,13.84,94.1,4.35,880.5
pork_tofu,116.3_469.1,stir_fry,541.6,1134.9,48.98,91.85,28.08,2814.7,93.0,0.0,782.3,10.61,711.7
cabbage_beef,116.7_210.4,stir_fry,295.7,466.4,40.16,28.22,12.95,1542.6,176.7,15.25,105.7,7.76,490.4
pork_eggplant_shrimp,387.2_213.4_179.7,braise,752.7,1895.5,78.25,153.88,49.4,8151.2,638.6,3.16,137.2,8.92,1224.4
shrimp,372.6,roast,275.8,350.5,64.29,6.52,8.68,2013.7,681.9,0.0,131.0,3.74,720.9
grape_apple_eggplant_beef,286.8_400.3_114.1_68.6,boil,931.3,452.3,15.47,4.38,87.76,726.7,57.6,36.1,69.2,6.0,788.3
tofu_watermelon_pineapple_lemon,375.2_408.8_341.5_390.4,stir_fry,1368.1,1187.6,35.14,67.61,109.64,6448.0,0.0,54.16,1068.7,13.77,1766.4
tofu,105.8,stir_fry,93.8,145.6,8.0,10.21,5.43,522.9,0.0,0.0,173.1,2.0,114.2
cauliflower_fish_tomato,264.9_430.9_335.2,steam,1026.0,283.1,13.13,2.07,53.01,1301.8,0.0,310.9,134.4,6.3,2072.3
carrot,323.4,stir_fry,286.8,153.6,2.89,2.26,30.41,1913.8,0.0,15.62,104.5,3.28,528.7
beef_eggplant_chicken_cabbage,442.2_329.9_308.9_87.0,braise,1169.4,1497.0,138.61,72.47,72.56,11940.9,698.9,16.81,253.3,21.23,1812.9
beef_small_pepper_tofu,327.7_227.2_229.3,deep_fry,623.0,1174.2,76.5,81.05,34.69,1683.6,275.3,44.33,529.6,18.69,1252.8
small_pepper_tomato,118.0_294.5,stir_fry,378.6,149.1,3.88,3.71,25.05,1411.1,0.0,83.65,74.3,2.78,661.2
garlic,183.7,stir_fry,172.5,241.5,7.66,1.29,49.82,972.9,0.0,4.91,71.9,2.17,475.4
carrot_tofu,146.9_159.0,boil,334.6,182.8,13.24,5.94,19.11,270.0,0.0,7.92,288.1,4.23,333.7
potato_ginger,352.8_433.2,stir_fry,705.5,574.6,11.38,11.57,106.24,3881.9,0.0,37.26,142.5,8.72,2163.0
egg_carrot_garlic,403.7_399.6_270.1,stir_fry,974.8,1578.5,65.15,92.48,121.37,6455.0,2361.6,26.27,465.6,15.43,1932.7
onion_ginger_beef,292.3_431.8_182.3,roast,676.6,803.6,40.41,35.73,80.1,2857.0,153.1,9.84,231.2,13.59,1795.9
cauliflower_egg,284.4_255.1,boil,579.9,427.0,36.7,22.27,19.93,671.7,1492.3,76.28,195.5,7.96,646.3
onion,440.6,boil,479.8,181.5,4.49,0.86,38.96,290.4,0.0,13.01,100.7,2.51,443.5
beef_garlic,431.9_327.7,stir_fry,660.5,1277.7,92.63,55.96,100.88,3332.7,362.8,7.63,225.0,18.02,1624.4
garlic,363.8,boil,390.6,456.4,14.45,0.69,98.1,315.6,0.0,9.65,132.3,4.21,802.6
garlic,192.4,roast,149.6,252.2,8.02,1.35,51.99,713.0,0.0,3.58,75.2,2.27,488.8
beef_cucumber_onion,254.3_231.2_336.9,steam,773.1,491.0,54.92,11.49,41.97,1094.8,213.6,21.86,194.1,11.55,1193.7
bell_pepper,85.8,boil,93.8,27.3,0.97,0.17,5.48,64.5,0.0,37.94,7.4,0.41,171.6
pork_pepper_egg,303.8_63.6_361.8,stir_fry,648.6,2123.9,91.6,170.43,55.92,4168.2,2359.6,0.0,227.3,15.6,1544.7
beef_fish,79.9_400.3,stir_fry,438.8,328.6,19.18,14.55,30.23,2492.8,67.1,142.84,53.4,4.57,1123.6
shrimp_eggplant_tofu,384.9_229.0_91.7,steam,689.0,443.1,76.8,5.66,21.23,1446.2,704.4,5.49,343.4,6.61,1106.3
cabbage_pork,433.0_201.0,pan_fry,579.4,1325.1,29.78,123.48,23.68,2613.7,160.8,54.61,220.1,5.72,790.1
pepper,321.6,steam,308.6,1203.1,47.18,37.13,170.06,435.9,0.0,0.0,39.1,19.0,3093.4
bell_pepper,101.2,steam,93.6,32.3,1.22,0.2,6.41,108.9,0.0,49.85,9.2,0.5,261.2
potato,181.3,boil,194.1,140.5,3.29,0.34,31.05,188.9,0.0,19.57,13.8,1.37,445.5
tomato_cauliflower,431.9_76.7,boil,530.4,112.1,5.06,0.98,20.77,428.7,0.0,55.02,57.0,2.39,583.9
fish_garlic,301.3_462.6,steam,759.1,693.2,23.71,1.47,146.3,1060.4,0.0,166.14,206.4,7.07,2026.6
beef_pork_onion_egg,188.0_78.7_205.4_438.8,stir_fry,863.8,1715.5,98.94,127.29,43.54,6280.9,2787.9,5.93,346.7,17.79,1280.4
potato_garlic_pork,311.8_197.6_388.0,stir_fry,836.2,2364.1,60.51,182.02,120.96,3396.4,310.4,33.88,124.0,10.96,2014.1
egg,255.4,stir_fry,231.9,481.5,30.41,35.93,9.11,1368.8,1494.1,0.0,142.4,5.15,333.4
bell_pepper_fish,379.2_171.1,boil,572.8,174.7,6.54,1.07,34.73,356.7,0.0,224.86,47.4,2.64,1077.6
beef,408.7,stir_fry,384.1,735.3,75.67,42.91,11.6,2570.0,343.3,0.0,92.2,13.42,786.4
cucumber,160.4,steam,159.7,26.8,1.23,0.32,4.74,234.5,0.0,6.82,39.2,0.8,141.2
potato_ginger_bell_pepper,275.5_178.7_392.5,braise,838.6,575.8,11.78,8.43,113.21,7516.7,0.0,145.54,104.7,6.58,2105.6
carrot_fish_beef,199.9_402.8_92.9,stir_fry,627.0,457.1,24.22,17.88,49.83,3139.1,78.0,169.03,120.4,7.14,1417.2
cauliflower_small_pepper,132.1_132.1,steam,258.7,94.9,4.2,0.77,17.8,438.4,0.0,136.94,79.9,3.31,514.3
pepper_carrot,297.7_375.1,stir_fry,600.2,1567.3,44.83,71.0,187.23,3293.6,0.0,15.61,153.3,21.83,3511.1
cauliflower,167.4,steam,159.2,46.4,3.31,0.33,7.56,305.0,0.0,50.57,39.2,1.81,299.3
potato_cabbage,178.2_452.1,stir_fry,554.2,299.5,9.59,4.41,55.36,2814.8,0.0,74.14,237.7,4.07,1011.0
apple_bell_pepper,377.7_468.9,steam,815.1,369.3,6.34,1.67,82.24,910.2,0.0,232.57,57.3,4.68,1650.7
cabbage,179.0,stir_fry,163.7,58.6,2.41,1.25,9.42,756.9,0.0,25.99,88.2,1.07,180.0
beef_small_pepper_fish_tofu,415.1_494.3_325.5_368.9,boil,1769.4,1074.9,111.36,31.75,85.92,1920.7,348.7,425.74,856.7,27.58,2322.9
tomato,89.4,boil,92.2,18.2,0.73,0.17,3.45,83.4,0.0,7.27,8.5,0.34,100.2
pepper_cauliflower,413.8_354.6,pan_fry,650.7,1997.5,62.55,94.75,223.64,2582.8,0.0,64.07,132.5,28.31,4505.9
garlic_pork,271.1_432.5,steam,672.8,2054.8,66.25,161.48,84.14,946.7,346.0,9.88,131.5,10.03,1473.2
pepper,93.3,roast,70.4,356.3,13.19,12.8,47.08,341.6,0.0,0.0,11.1,5.55,865.0
pineapple_cucumber_eggplant,50.9_453.7_497.1,boil,1092.8,222.4,8.36,1.9,42.97,645.8,0.0,29.56,225.0,4.87,828.4
strawberry_chicken,294.4_420.1,stir_fry,641.3,1114.6,77.14,74.56,33.75,3740.5,445.3,43.87,90.1,11.33,1279.8
potato_garlic_cauliflower_carrot,170.6_439.3_365.0_162.7,steam,1103.4,866.0,30.81,2.26,180.62,1885.8,0.0,156.97,320.3,12.08,2662.9
pork,453.4,steam,435.4,1772.7,56.74,166.85,11.02,839.5,362.7,0.0,27.6,7.18,801.8
pepper_egg_cucumber,149.7_453.4_217.6,stir_fry,730.2,1598.7,79.55,96.84,102.24,4043.0,2652.4,7.34,323.4,19.16,2197.8
peach,427.4,roast,323.0,244.2,3.64,1.5,54.03,1442.2,0.0,7.46,25.3,3.41,608.4
beef_garlic_ginger,198.5_254.4_110.6,steam,541.1,621.1,50.3,9.07,84.58,803.7,166.7,10.95,174.0,11.31,1384.6
cucumber_small_pepper,394.0_333.7,stir_fry,659.9,283.6,6.98,7.43,47.2,3874.3,0.0,190.97,218.8,6.56,1009.8
bell_pepper_cauliflower_egg_pepper,166.3_385.2_346.4_395.0,stir_fry,1188.2,2755.9,105.59,150.04,245.81,5215.9,2026.4,137.45,346.7,35.56,5072.9
chicken_eggplant_small_pepper,483.1_52.0_383.3,steam,860.1,944.3,91.47,45.08,43.16,1431.1,512.1,255.88,194.7,12.49,1982.2
pork_cauliflower_onion_beef,439.2_392.0_54.1_165.5,pan_fry,905.6,2499.7,91.54,221.67,34.62,4638.8,490.4,67.96,170.0,17.43,1868.4
ginger,335.5,pan_fry,277.8,213.0,3.91,7.05,33.48,1385.5,0.0,4.11,89.5,4.74,816.6
onion_chicken,346.7_457.2,roast,592.7,1075.7,82.54,63.15,44.3,2736.7,484.6,7.26,125.0,8.49,1457.0
beef_small_pepper_shrimp_pork,132.8_174.3_346.2_456.9,roast,825.6,2419.4,141.4,187.11,42.46,4099.1,1110.6,61.1,241.7,17.84,1950.3
onion_potato,300.2_164.3,stir_fry,417.4,281.2,6.01,3.25,56.97,2720.2,0.0,21.93,85.9,3.17,883.0
chicken_tofu_ginger_eggplant,391.7_261.9_351.7_194.6,stir_fry,1072.8,1767.4,97.86,120.81,72.16,4579.9,415.2,7.95,598.8,16.14,2181.0
beef_garlic,253.0_292.4,stir_fry,501.4,928.4,57.8,39.24,86.01,3320.7,212.5,7.12,169.6,11.91,1255.4
carrot,242.0,steam,224.4,99.4,2.34,0.47,21.45,484.4,0.0,15.03,76.9,2.42,416.9
carrot_ginger,351.1_418.1,roast,578.3,453.4,8.15,11.24,79.93,2225.8,0.0,15.93,221.5,9.52,1535.1
pork,296.4,stir_fry,275.6,1194.3,36.74,112.18,9.45,1317.9,237.1,0.0,18.1,4.69,490.0
cauliflower_pepper,492.3_69.9,boil,592.6,384.1,18.38,9.04,57.31,505.4,0.0,108.35,115.4,8.97,1247.3
potato_beef_chicken_bell_pepper,116.6_445.0_228.5_160.5,deep_fry,721.9,1889.4,125.33,136.11,40.78,3124.1,616.0,26.99,149.6,19.33,1925.0
apple_pork_pineapple,362.9_224.8_80.7,boil,730.5,1080.2,28.0,80.04,61.95,489.8,179.8,10.77,35.4,5.96,656.6
ginger_cabbage_small_pepper,79.0_430.6_418.7,steam,925.9,340.0,12.34,2.92,66.07,1423.1,0.0,376.4,393.0,9.4,1589.4
peach_small_pepper_orange_banana,233.7_51.1_360.7_225.2,stir_fry,793.5,589.7,7.93,5.63,126.81,3952.2,0.0,71.92,176.0,4.23,1399.5
cabbage_eggplant_pork_fish,245.5_323.4_164.6_299.5,steam,1025.6,864.4,30.32,60.12,50.52,1672.2,131.7,216.54,231.6,7.23,1761.2
fish_egg_shrimp,284.1_412.6_200.8,pan_fry,737.1,1311.7,88.95,92.53,30.79,3692.0,2781.2,93.4,320.6,11.5,1604.4
egg_eggplant,392.2_147.9,steam,516.3,588.6,50.57,34.78,18.32,1246.3,2294.4,3.98,257.1,8.53,758.3
beef,306.2,stir_fry,282.7,510.0,54.74,28.26,9.18,1772.0,257.2,0.0,71.4,10.08,583.5
eggplant_garlic_fish,336.7_71.6_130.8,steam,500.6,221.1,8.15,1.04,44.79,792.3,0.0,86.31,119.0,3.16,974.0
egg,142.5,braise,136.3,236.7,17.33,15.27,7.49,1191.5,833.6,0.0,78.2,2.81,178.7
pork,181.7,stir_fry,158.0,714.2,22.72,66.43,6.35,811.1,145.4,0.0,11.0,2.86,302.8
chicken_apple_banana_carrot,127.3_265.7_70.6_56.0,roast,410.0,578.1,24.49,26.73,59.89,2194.9,134.9,6.18,45.3,4.14,812.4
small_pepper_egg,380.9_347.7,steam,666.5,652.6,48.62,31.89,42.77,1324.0,2034.0,256.85,335.7,12.17,1261.1
egg_pork,135.5_356.1,pan_fry,442.2,1757.6,61.38,162.87,11.57,1823.4,1077.6,0.0,95.7,8.41,784.3
eggplant,127.4,boil,144.5,31.3,1.23,0.24,6.05,76.2,0.0,2.6,29.3,0.61,130.8
cucumber_garlic,343.5_140.7,pan_fry,419.8,251.1,8.37,3.39,46.77,1496.1,0.0,13.27,138.3,3.41,649.6
egg,137.1,stir_fry,124.5,272.0,16.55,20.62,5.06,985.0,802.0,0.0,77.2,2.75,186.6
small_pepper_potato_onion,128.5_149.1_69.0,braise,339.2,265.0,4.85,3.33,53.91,3256.1,0.0,72.79,76.4,3.35,692.2
pepper_egg,415.9_208.3,stir_fry,542.3,2034.4,82.83,91.72,219.4,2465.9,1218.6,0.0,164.3,29.53,3984.2
cabbage,414.7,stir_fry,366.4,138.3,5.87,2.9,22.17,2089.9,0.0,55.1,202.3,2.5,423.2
onion,459.9,boil,494.2,191.6,4.55,0.88,41.36,432.9,0.0,15.15,106.4,2.57,496.1
watermelon_fish_pineapple,357.1_250.4_414.7,steam,1013.3,366.5,7.03,1.25,81.77,1174.7,0.0,164.63,101.7,4.89,1295.0
garlic_cabbage,440.7_353.7,steam,722.1,666.0,23.78,1.59,139.14,1016.4,0.0,90.69,346.2,7.53,1528.2
chicken_ginger,272.1_336.5,stir_fry,555.0,866.3,52.31,54.59,41.43,3292.2,288.4,4.71,114.0,8.63,1471.7
fish,335.8,deep_fry,270.0,118.6,3.85,2.35,20.5,835.7,0.0,55.08,30.5,1.68,783.0
pepper_bell_pepper_peach,175.4_372.6_81.6,steam,585.5,814.5,30.01,21.95,124.21,905.8,0.0,192.47,58.5,13.14,2864.1
fish,332.1,braise,331.4,153.4,3.78,2.32,29.34,3263.4,0.0,93.69,29.8,1.65,724.3
potato,479.4,boil,494.5,362.4,8.55,0.91,80.0,328.7,0.0,56.43,36.9,3.57,1109.0
beef,84.8,steam,82.4,101.8,15.75,3.56,1.71,190.1,71.2,0.0,19.8,2.78,169.2
pepper_onion_garlic_fish,358.5_184.4_333.0_72.0,boil,1036.5,1805.7,65.73,41.15,293.11,886.1,0.0,42.84,213.3,25.86,3842.4
shrimp_cucumber_banana_peach,83.9_62.1_409.0_298.3,boil,908.5,614.0,22.25,1.54,127.79,860.1,153.5,22.08,87.6,4.86,1284.2
small_pepper_bell_pepper_egg,107.5_460.0_282.3,boil,920.4,570.2,40.9,24.6,46.3,1093.2,1651.5,256.16,222.8,8.98,1364.5
garlic_bell_pepper_beef,68.4_71.1_170.0,stir_fry,279.3,473.1,35.45,23.83,29.2,1950.5,142.8,28.38,72.7,6.87,629.4
bell_pepper_fish_shrimp,355.2_351.0_139.5,pan_fry,773.3,376.7,32.71,7.38,44.85,3371.4,255.3,238.15,113.1,4.85,1883.1
beef,427.6,pan_fry,379.4,791.4,76.67,50.31,7.99,1684.0,359.2,0.0,100.3,14.36,758.5
bell_pepper,291.0,stir_fry,256.5,115.2,3.57,2.04,20.65,1649.1,0.0,113.67,26.0,1.46,715.0
ginger_egg_eggplant,124.1_233.4_152.0,deep_fry,405.6,905.0,30.52,75.56,25.72,1792.8,1365.4,2.0,204.1,7.06,744.9
egg,401.6,stir_fry,366.2,749.3,48.48,54.93,15.23,2675.9,2349.4,0.0,226.6,8.08,549.5
onion,60.9,pan_fry,51.4,27.3,0.63,0.43,5.24,305.3,0.0,1.44,14.5,0.37,73.0
tofu_onion,370.1_354.5,steam,701.1,440.4,31.65,14.09,46.75,1031.5,0.0,14.99,679.9,9.16,891.8
cabbage_lemon_peach_cucumber,235.7_342.3_157.0_338.4,roast,798.1,481.4,10.75,18.94,66.98,4222.3,0.0,53.14,550.5,6.98,1395.3
carrot,91.2,pan_fry,82.3,39.1,0.86,0.64,7.48,492.8,0.0,3.52,29.4,0.91,143.6
fish,260.5,boil,293.2,80.5,2.97,0.5,16.02,216.7,0.0,105.82,22.6,1.22,495.7
onion_shrimp_potato,459.9_494.1_297.3,stir_fry,1096.7,942.5,94.44,13.95,109.81,6724.4,904.2,40.72,305.1,9.98,2245.6
bell_pepper_beef_ginger,196.0_175.5_276.4,deep_fry,492.8,615.1,37.43,32.97,42.14,1647.2,147.4,29.07,133.1,10.74,1450.7
tomato,368.1,stir_fry,336.4,106.5,3.0,2.58,17.83,1592.3,0.0,25.94,37.1,1.46,495.4
onion_beef,84.1_362.4,stir_fry,405.4,741.6,67.92,44.16,18.13,1990.1,304.4,2.46,103.4,12.62,772.7
chicken_pork,374.4_237.4,stir_fry,530.3,1714.9,93.28,141.63,16.77,3626.7,586.8,0.0,48.4,9.09,1262.7
lemon_peach_egg_potato,437.1_152.3_175.0_238.8,steam,999.7,688.9,32.5,20.96,92.58,1577.4,1023.8,86.88,561.2,10.06,2027.0
egg_cauliflower_pepper,396.3_309.3_246.1,boil,1005.4,1520.9,88.01,62.24,152.16,1074.3,2318.4,76.93,308.9,25.08,2808.9
ginger_carrot,208.4_284.4,roast,390.0,274.6,5.22,6.37,49.1,1724.1,0.0,10.92,147.5,5.74,948.8
bell_pepper,81.7,boil,91.0,25.5,0.98,0.16,5.03,58.5,0.0,35.88,7.1,0.39,158.4
garlic_chicken,86.3_325.3,pan_fry,346.2,868.9,61.49,57.19,27.05,1544.7,344.8,1.8,61.9,5.57,939.4
fish_egg,180.7_252.9,boil,467.9,397.9,31.5,22.03,18.41,575.1,1479.5,78.57,151.1,5.74,619.1
cauliflower_grape,235.8_77.3,boil,332.6,99.1,4.94,0.61,18.46,327.8,0.0,59.12,55.7,2.73,400.9
carrot_garlic_grape_fish,460.0_173.7_161.5_242.9,boil,1091.6,548.7,14.33,1.95,118.47,1016.8,0.0,142.96,235.2,8.13,1599.5
pork_small_pepper,160.6_141.4,stir_fry,277.3,832.2,21.57,74.88,18.0,1765.9,128.5,65.4,62.5,4.58,570.8
pepper_cabbage_fish,443.3_277.1_281.4,steam,930.7,1807.8,70.59,53.14,261.81,1214.1,0.0,220.17,216.7,29.88,5295.0
egg_garlic,402.2_145.2,stir_fry,469.6,992.2,54.28,61.42,55.56,2907.7,2352.9,3.62,276.8,9.89,921.5
chicken_onion,458.6_180.3,stir_fry,577.1,1171.7,85.0,80.41,27.0,3123.3,486.1,4.64,84.3,7.62,1158.5
egg_pork_eggplant,181.3_399.6_473.7,stir_fry,949.8,2357.4,73.93,208.52,46.24,6774.8,1380.3,8.34,243.9,12.43,1544.7
onion,361.6,boil,372.0,148.9,3.52,0.68,32.18,370.9,0.0,12.13,83.6,2.04,363.0
garlic,137.1,roast,101.8,182.2,5.58,0.96,37.8,560.1,0.0,2.58,53.1,1.67,367.9
pork_cauliflower,285.7_471.8,boil,802.9,1212.2,42.13,103.48,28.09,949.9,228.6,124.78,120.6,9.42,1102.4
carrot_bell_pepper_chicken,355.6_276.3_448.8,braise,1046.6,1359.4,83.4,77.43,82.24,10047.1,475.7,90.63,181.7,11.18,2063.5
chicken_cucumber,390.3_383.6,steam,768.3,691.2,75.47,36.0,16.3,1405.7,413.7,18.96,128.5,7.4,1173.9
pork_potato_cabbage_pepper,490.8_260.0_292.0_115.9,stir_fry,995.3,2990.4,83.01,235.81,134.01,5650.2,392.6,70.32,210.4,18.83,2908.7
pepper_shrimp_banana,151.6_50.4_117.0,boil,354.7,700.3,31.11,17.35,104.94,352.4,92.2,3.39,41.4,9.69,1401.7
cabbage_tomato_beef_fish,445.1_197.1_387.8_446.4,stir_fry,1365.8,1239.1,86.18,64.63,78.17,8598.1,325.8,230.4,372.6,18.45,2483.7
onion,134.7,stir_fry,118.5,65.5,1.36,0.94,12.89,575.8,0.0,3.96,32.6,0.81,176.6
tofu_beef,454.6_342.2,steam,759.8,782.7,100.37,30.75,26.11,1245.7,287.4,0.0,824.6,19.72,1191.0
onion_cucumber,241.1_385.6,roast,461.5,213.7,5.18,4.39,38.37,1967.4,0.0,12.48,149.5,3.34,638.8
pepper_cauliflower,123.3_283.2,stir_fry,373.4,711.9,22.9,34.02,78.53,1575.3,0.0,62.44,80.5,10.67,1602.2
pepper_bell_pepper_fish,380.4_229.3_422.4,stir_fry,937.5,2184.4,60.57,108.07,242.37,5372.5,0.0,245.34,105.3,26.26,5277.7
ginger_pepper_strawberry,185.5_498.6_389.5,stir_fry,1006.9,2555.6,73.71,117.77,300.21,4748.2,0.0,63.76,180.9,39.7,5650.6
egg_tomato_pepper_fish,240.9_493.4_207.6_345.3,boil,1396.7,1301.2,65.48,45.52,157.38,1259.7,1409.3,195.34,232.4,19.98,3168.5
chicken_egg_fish,148.9_219.0_158.8,boil,556.2,574.9,55.02,31.37,18.12,644.9,1439.0,61.34,140.8,6.76,770.9
tomato,182.1,stir_fry,168.8,51.6,1.48,1.27,8.55,921.3,0.0,12.43,18.4,0.72,241.9
orange_apple,382.8_220.1,steam,580.6,321.3,2.97,1.17,74.72,670.0,0.0,56.96,144.6,2.07,792.9
ginger_potato,385.0_391.0,boil,806.3,482.3,11.34,2.87,102.78,597.8,0.0,51.35,127.6,8.04,1667.7
potato_egg_shrimp_onion,96.3_407.8_54.2_322.4,steam,854.5,811.6,64.31,35.58,58.53,1827.3,2484.8,26.3,328.8,11.2,1359.1
beef_cucumber,478.7_139.2,pan_fry,516.7,1033.9,86.64,70.7,12.76,2098.8,402.1,3.47,141.0,16.2,964.5
beef_potato,304.2_421.9,steam,715.3,702.3,64.9,13.63,80.02,1183.0,255.5,55.64,101.9,13.32,1912.6
tofu_cucumber,475.5_377.7,roast,657.9,732.1,39.11,46.61,39.05,2115.1,0.0,7.68,863.1,11.02,873.8
shrimp,83.1,roast,62.0,76.0,13.59,1.45,2.13,341.6,152.1,0.0,28.7,0.85,147.9
cauliflower_beef_potato,149.6_224.5_133.3,stir_fry,436.5,642.2,45.77,34.98,36.07,2275.3,188.6,46.02,96.8,10.03,1072.6
eggplant_tofu,436.2_223.0,stir_fry,583.5,511.9,21.06,31.93,35.06,3663.2,0.0,7.48,466.2,6.5,738.0
pork_egg,499.6_274.9,steam,718.6,2258.8,96.21,199.33,19.99,1794.4,2007.8,0.0,180.4,13.5,1303.9
onion_chicken_eggplant_pepper,390.0_446.4_236.0_473.0,stir_fry,1433.3,3378.3,154.88,169.52,308.29,7142.1,473.2,14.02,251.6,38.9,5868.7
cabbage_chicken,236.9_303.7,braise,500.6,718.0,54.42,41.78,31.09,3353.3,321.9,27.01,142.5,5.56,826.4
carrot_ginger,200.8_489.7,boil,765.2,329.7,7.76,3.23,67.41,873.8,0.0,16.77,187.2,8.36,1228.2
shrimp_tomato_cabbage,427.8_453.2_145.4,stir_fry,893.7,578.0,78.23,11.68,40.0,4406.0,782.9,55.51,271.3,6.96,1533.8
egg_tomato,343.1_193.4,pan_fry,458.6,893.7,44.75,72.09,16.47,2564.4,2007.1,11.02,211.7,7.65,701.0
garlic_cucumber_shrimp,346.0_406.3_114.8,stir_fry,773.9,666.3,36.85,7.28,113.36,4599.3,210.1,21.83,269.6,7.2,1512.4
cucumber_pineapple,360.8_464.9,stir_fry,735.9,318.6,4.76,4.15,65.54,3040.8,0.0,36.89,140.5,4.6,742.8
fish_pork,390.9_252.9,stir_fry,585.5,1353.0,35.98,118.07,36.61,3584.9,202.3,147.28,49.8,6.1,1306.5
small_pepper_chicken_garlic,363.8_294.2_387.3,steam,972.8,1120.8,74.4,28.8,141.01,1444.2,311.9,260.73,317.8,13.63,2325.2
tomato_cucumber_pepper,454.2_78.6_314.4,boil,958.6,1239.9,46.98,37.32,179.03,758.0,0.0,37.38,95.1,19.7,2930.4
cabbage_cauliflower,77.0_209.5,boil,323.5,77.8,5.1,0.53,13.17,350.0,0.0,58.12,81.5,2.59,366.6
carrot_cauliflower,418.8_328.2,braise,733.9,382.4,10.2,5.23,73.65,4980.2,0.0,79.05,211.2,7.84,1140.0
cucumber_carrot_cabbage,342.3_191.4_181.2,stir_fry,647.6,231.7,6.95,5.0,39.7,4233.1,0.0,46.55,236.7,4.75,814.0
chicken_onion,401.4_224.3,pan_fry,544.2,1115.2,72.81,80.71,24.4,2210.8,425.5,5.79,90.9,7.01,1187.8
garlic,323.3,boil,356.0,405.6,12.91,0.6,87.16,350.6,0.0,9.86,117.9,3.62,691.1
shrimp,83.8,stir_fry,79.0,76.6,13.72,1.47,2.14,394.9,153.4,0.0,29.5,0.83,147.5
tomato,161.7,roast,128.2,46.0,1.38,1.13,7.57,564.6,0.0,7.87,16.0,0.65,232.3
tomato_cucumber_pineapple,331.5_183.3_306.6,stir_fry,749.1,285.5,5.61,4.68,55.24,4587.4,0.0,49.83,115.6,4.06,874.5
cabbage,459.0,roast,341.4,151.0,6.18,3.21,24.34,1912.1,0.0,47.15,221.8,2.71,460.4
beef,449.5,stir_fry,402.0,813.2,83.72,47.26,13.24,2214.9,377.6,0.0,104.3,15.07,825.6
fish_tomato_eggplant,103.0_194.9_358.5,pan_fry,590.2,188.9,6.38,4.59,30.5,3054.7,0.0,49.96,114.4,3.12,934.9
shrimp_chicken_bell_pepper,169.6_51.4_235.4,roast,351.4,400.3,40.85,16.59,21.89,2020.2,364.9,59.25,85.0,3.64,985.9
tomato_garlic_bell_pepper,371.7_207.6_163.5,steam,718.7,397.7,13.75,1.43,82.45,1148.0,0.0,139.72,132.5,4.79,1533.3
peach_fish_onion_pineapple,216.3_127.4_130.1_118.0,stir_fry,523.5,291.7,5.14,2.97,61.1,3035.3,0.0,65.52,69.3,3.87,908.1
ginger_small_pepper,69.8_156.8,pan_fry,190.2,122.9,2.64,3.66,19.84,843.1,0.0,70.5,77.5,3.11,457.8
cauliflower_pork_tofu,277.0_146.9_116.8,stir_fry,477.7,1017.2,31.01,87.46,26.5,3026.8,117.5,58.32,263.9,7.61,843.9
pepper_bell_pepper,162.3_394.7,pan_fry,473.8,1018.5,27.82,53.51,106.39,2574.0,0.0,115.2,54.6,11.64,2368.5
egg,237.2,roast,183.1,374.0,29.69,24.39,8.94,1126.6,1387.6,0.0,135.4,4.68,300.1
potato,73.5,deep_fry,58.5,58.3,1.29,0.51,12.11,187.6,0.0,3.03,6.0,0.6,196.3
ginger_tomato_bell_pepper_tofu,444.5_179.7_106.0_318.1,boil,1107.6,542.0,31.94,14.28,71.45,999.7,0.0,63.72,642.2,13.04,1531.4
shrimp_chicken_cabbage_carrot,255.9_111.7_248.0_180.4,steam,792.0,516.3,68.41,12.46,32.64,1495.9,586.7,60.24,273.8,7.33,1282.4
cabbage_pepper_shrimp,480.4_157.2_444.3,steam,1032.4,1079.1,107.97,22.08,112.13,1607.9,813.1,90.38,401.6,16.71,2835.0
